title,doi,authors,konferenz,year
Personalizing Natural Language Understanding using Multi-armed Bandits and Implicit Feedback,10.1145/3340531.3412736,"[{'given': 'Fabian', 'family': 'Moerchen', 'sequence': 'first', 'affiliation': [{'name': 'Amazon Music, Seattle, WA, USA'}]}, {'given': 'Patrick', 'family': 'Ernst', 'sequence': 'additional', 'affiliation': [{'name': 'Amazon Music, Berlin, Germany'}]}, {'given': 'Giovanni', 'family': 'Zappella', 'sequence': 'additional', 'affiliation': [{'name': 'Amazon Music, Berlin, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Learning to Rank in the Position Based Model with Bandit Feedback,10.1145/3340531.3412723,"[{'given': 'Beyza', 'family': 'Ermis', 'sequence': 'first', 'affiliation': [{'name': 'Amazon, Berlin, Germany'}]}, {'given': 'Patrick', 'family': 'Ernst', 'sequence': 'additional', 'affiliation': [{'name': 'Amazon, Berlin, Germany'}]}, {'given': 'Yannik', 'family': 'Stein', 'sequence': 'additional', 'affiliation': [{'name': 'Amazon, Berlin, Germany'}]}, {'given': 'Giovanni', 'family': 'Zappella', 'sequence': 'additional', 'affiliation': [{'name': 'Amazon, Berlin, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Event-QA,10.1145/3340531.3412760,"[{'given': 'Tarcísio', 'family': 'Souza Costa', 'sequence': 'first', 'affiliation': [{'name': 'Leibniz Universität Hannover, Hannover, Germany'}]}, {'given': 'Simon', 'family': 'Gottschalk', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz Universität Hannover, Hannover, Germany'}]}, {'given': 'Elena', 'family': 'Demidova', 'sequence': 'additional', 'affiliation': [{'name': 'Leibniz Universität Hannover, Hannover, Germany'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Privacy-Preserving Classification with Secret Vector Machines,10.1145/3340531.3412051,"[{'given': 'Valentin', 'family': 'Hartmann', 'sequence': 'first', 'affiliation': [{'name': 'École polytechnique fédérale de Lausanne, Lausanne, Switzerland'}]}, {'given': 'Konark', 'family': 'Modi', 'sequence': 'additional', 'affiliation': [{'name': 'Cliqz, Munich, Germany'}]}, {'given': 'Josep M.', 'family': 'Pujol', 'sequence': 'additional', 'affiliation': [{'name': 'Cliqz, Munich, Germany'}]}, {'given': 'Robert', 'family': 'West', 'sequence': 'additional', 'affiliation': [{'name': 'École polytechnique fédérale de Lausanne, Lausanne, Switzerland'}]}]","{'name': ""CIKM '20: The 29th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Ireland', 'acronym': ""CIKM '20"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2020
Knowledge-Aware Neural Networks for Medical Forum Question Classification,10.1145/3459637.3482128,"[{'given': 'Soumyadeep', 'family': 'Roy', 'sequence': 'first', 'affiliation': [{'name': 'Indian Institute of Technology Kharagpur, Kharagpur, India'}]}, {'given': 'Sudip', 'family': 'Chakraborty', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology Kharagpur, Kharagpur, India'}]}, {'given': 'Aishik', 'family': 'Mandal', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology Kharagpur, Kharagpur, India'}]}, {'given': 'Gunjan', 'family': 'Balde', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology Kharagpur, Kharagpur, India'}]}, {'given': 'Prakhar', 'family': 'Sharma', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology Kharagpur, Kharagpur, India'}]}, {'given': 'Anandhavelu', 'family': 'Natarajan', 'sequence': 'additional', 'affiliation': [{'name': 'Adobe Research, Bangalore, India'}]}, {'given': 'Megha', 'family': 'Khosla', 'sequence': 'additional', 'affiliation': [{'name': 'L3S Research Center, Hannover, Germany'}]}, {'given': 'Shamik', 'family': 'Sural', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology Kharagpur, Kharagpur, India'}]}, {'given': 'Niloy', 'family': 'Ganguly', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology Kharagpur, Kharagpur, India'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
FaxPlainAC,10.1145/3459637.3481985,"[{'given': 'Zijian', 'family': 'Zhang', 'sequence': 'first', 'affiliation': [{'name': 'L3S Research Center, Hannover, Germany'}]}, {'given': 'Koustav', 'family': 'Rudra', 'sequence': 'additional', 'affiliation': [{'name': 'L3S Research Center, Hannover, Germany'}]}, {'given': 'Avishek', 'family': 'Anand', 'sequence': 'additional', 'affiliation': [{'name': 'L3S Research Center, Hannover, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Predicting Instance Type Assertions in Knowledge Graphs Using Stochastic Neural Networks,10.1145/3459637.3482377,"[{'given': 'Tobias', 'family': 'Weller', 'sequence': 'first', 'affiliation': [{'name': 'University of Mannheim, Mannheim, Germany'}]}, {'given': 'Maribel', 'family': 'Acosta', 'sequence': 'additional', 'affiliation': [{'name': 'Ruhr University Bochum, Bochum, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
SoMeSci- A 5 Star Open Data Gold Standard Knowledge Graph of Software Mentions in Scientific Articles,10.1145/3459637.3482017,"[{'given': 'David', 'family': 'Schindler', 'sequence': 'first', 'affiliation': [{'name': 'University of Rostock, Rostock, Germany'}]}, {'given': 'Felix', 'family': 'Bensmann', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences, Cologne, Germany'}]}, {'given': 'Stefan', 'family': 'Dietze', 'sequence': 'additional', 'affiliation': [{'name': 'GESIS - Leibniz Institute for the Social Sciences &amp; Heinrich-Heine-University Düsseldorf, Cologne, Germany'}]}, {'given': 'Frank', 'family': 'Krüger', 'sequence': 'additional', 'affiliation': [{'name': 'University of Rostock, Rostock, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
DistRDF2ML - Scalable Distributed In-Memory Machine Learning Pipelines for RDF Knowledge Graphs,10.1145/3459637.3481999,"[{'given': 'Carsten Felix', 'family': 'Draschner', 'sequence': 'first', 'affiliation': [{'name': 'University of Bonn, Bonn, Germany'}]}, {'given': 'Claus', 'family': 'Stadler', 'sequence': 'additional', 'affiliation': [{'name': 'University of Leipzig, Leipzig, Germany'}]}, {'given': 'Farshad', 'family': 'Bakhshandegan Moghaddam', 'sequence': 'additional', 'affiliation': [{'name': 'University of Bonn, Bonn, Germany'}]}, {'given': 'Jens', 'family': 'Lehmann', 'sequence': 'additional', 'affiliation': [{'name': 'University of Bonn &amp; Fraunhofer IAIS, Bonn, Germany'}]}, {'given': 'Hajira', 'family': 'Jabeen', 'sequence': 'additional', 'affiliation': [{'name': 'University of Cologne, Cologne, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Complex Temporal Question Answering on Knowledge Graphs,10.1145/3459637.3482416,"[{'given': 'Zhen', 'family': 'Jia', 'sequence': 'first', 'affiliation': [{'name': 'Southwest Jiaotong University, Chengdu, China'}]}, {'given': 'Soumajit', 'family': 'Pramanik', 'sequence': 'additional', 'affiliation': [{'name': 'Indian Institute of Technology Bhilai, Bhilai, India'}]}, {'given': 'Rishiraj', 'family': 'Saha Roy', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}, {'given': 'Gerhard', 'family': 'Weikum', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Informatics, Saarbruecken, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
DORA THE EXPLORER,10.1145/3459637.3481967,"[{'given': 'Aurélien', 'family': 'Personnaz', 'sequence': 'first', 'affiliation': [{'name': 'CNRS, Univ. Grenoble Alpes, Grenoble, France'}]}, {'given': 'Sihem', 'family': 'Amer-Yahia', 'sequence': 'additional', 'affiliation': [{'name': 'CNRS, Univ. Grenoble Alpes, Grenoble, France'}]}, {'given': 'Laure', 'family': 'Berti-Equille', 'sequence': 'additional', 'affiliation': [{'name': 'IRD, ESPACE-DEV, Montpellier, France'}]}, {'given': 'Maximilian', 'family': 'Fabricius', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Extraterrestrial Physics, Germany, Germany'}]}, {'given': 'Srividya', 'family': 'Subramanian', 'sequence': 'additional', 'affiliation': [{'name': 'Max Planck Institute for Extraterrestrial Physics, Germany, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Popcorn,10.1145/3459637.3482461,"[{'given': 'Zuohui', 'family': 'Fu', 'sequence': 'first', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}, {'given': 'Yikun', 'family': 'Xian', 'sequence': 'additional', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}, {'given': 'Shijie', 'family': 'Geng', 'sequence': 'additional', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}, {'given': 'Gerard', 'family': 'de Melo', 'sequence': 'additional', 'affiliation': [{'name': 'HPI/Univ. of Potsdam, Potsdam, Germany'}]}, {'given': 'Yongfeng', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': [{'name': 'Rutgers University, Piscataway, NJ, USA'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
A Semantic Data Marketplace for Easy Data Sharing within a Smart City,10.1145/3459637.3481995,"[{'given': 'André', 'family': 'Pomp', 'sequence': 'first', 'affiliation': [{'name': 'University of Wuppertal, Wuppertal, Germany'}]}, {'given': 'Alexander', 'family': 'Paulus', 'sequence': 'additional', 'affiliation': [{'name': 'University of Wuppertal, Wuppertal, Germany'}]}, {'given': 'Andreas', 'family': 'Burgdorf', 'sequence': 'additional', 'affiliation': [{'name': 'University of Wuppertal, Wuppertal, Germany'}]}, {'given': 'Tobias', 'family': 'Meisen', 'sequence': 'additional', 'affiliation': [{'name': 'University of Wuppertal, Wuppertal, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Evidential Relational-Graph Convolutional Networks for Entity Classification in Knowledge Graphs,10.1145/3459637.3482102,"[{'given': 'Tobias', 'family': 'Weller', 'sequence': 'first', 'affiliation': [{'name': 'University of Mannheim, Mannheim, Germany'}]}, {'given': 'Heiko', 'family': 'Paulheim', 'sequence': 'additional', 'affiliation': [{'name': 'University of Mannheim, Mannheim, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Predicting Instance Type Assertions in Knowledge Graphs Using Stochastic Neural Networks,10.1145/3459637.3482377,"[{'given': 'Tobias', 'family': 'Weller', 'sequence': 'first', 'affiliation': [{'name': 'University of Mannheim, Mannheim, Germany'}]}, {'given': 'Maribel', 'family': 'Acosta', 'sequence': 'additional', 'affiliation': [{'name': 'Ruhr University Bochum, Bochum, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Evidential Relational-Graph Convolutional Networks for Entity Classification in Knowledge Graphs,10.1145/3459637.3482102,"[{'given': 'Tobias', 'family': 'Weller', 'sequence': 'first', 'affiliation': [{'name': 'University of Mannheim, Mannheim, Germany'}]}, {'given': 'Heiko', 'family': 'Paulheim', 'sequence': 'additional', 'affiliation': [{'name': 'University of Mannheim, Mannheim, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Recommending Datasets for Scientific Problem Descriptions,10.1145/3459637.3482166,"[{'given': 'Michael', 'family': 'Färber', 'sequence': 'first', 'affiliation': [{'name': 'Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany'}]}, {'given': 'Ann-Kathrin', 'family': 'Leisinger', 'sequence': 'additional', 'affiliation': [{'name': 'Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
Misbeliefs and Biases in Health-Related Searches,10.1145/3459637.3482141,"[{'given': 'Alexander', 'family': 'Bondarenko', 'sequence': 'first', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle (Saale), Germany'}]}, {'given': 'Ekaterina', 'family': 'Shirshakova', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle (Saale), Germany'}]}, {'given': 'Marina', 'family': 'Driker', 'sequence': 'additional', 'affiliation': [{'name': 'Ural State Medical University, Ekaterinburg, Russian Fed.'}]}, {'given': 'Matthias', 'family': 'Hagen', 'sequence': 'additional', 'affiliation': [{'name': 'Martin-Luther-Universität Halle-Wittenberg, Halle (Saale), Germany'}]}, {'given': 'Pavel', 'family': 'Braslavski', 'sequence': 'additional', 'affiliation': [{'name': 'Ural Federal University &amp; HSE University, Ekaterinburg, Russian Fed.'}]}]","{'name': ""CIKM '21: The 30th ACM International Conference on Information and Knowledge Management"", 'location': 'Virtual Event Queensland Australia', 'acronym': ""CIKM '21"", 'sponsor': ['SIGWEB ACM Special Interest Group on Hypertext, Hypermedia, and Web', 'SIGIR ACM Special Interest Group on Information Retrieval']}",2021
