Land,title,doi,acronym,year,num_authors,orcid,name,affiliation,affiliation_clean,Fakultät,Institut / Lehrstuhl / Fachbereich / Ptrofessur,c_aff,AG / Bereich,Adresse,Homepage,Notiz,2_affiliation_clean,2_Fakultät,2_Institut / Lehrstuhl / Fachbereich / Ptrofessur,2_AG / Bereich,2_Adresse,2_Homepage,2_Notiz
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-031-13643-6_21,CLEF,2022,12,,Maik Fröbe,,,,,,,,,,,,,,,,
,Noise-Reduction for Automatically Transferred Relevance Judgments,10.1007/978-3-031-13643-6_4,CLEF,2022,4,,Maik Fröbe,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-72240-1_67,ECIR,2021,11,,Maik Fröbe,,,,,,,,,,,,,,,,
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-030-99739-7_43,ECIR,2022,12,,Maik Fröbe,,,,,,,,,,,,,,,,
,City of Disguise: A Query Obfuscation Game on the ClueWeb,10.1007/978-3-030-99739-7_34,ECIR,2022,3,,Maik Fröbe,,,,,,,,,,,,,,,,
,The Power of Anchor Text in the Neural Retrieval Era,10.1007/978-3-030-99736-6_38,ECIR,2022,5,,Maik Fröbe,,,,,,,,,,,,,,,,
,Continuous Integration for Reproducible Shared Tasks with TIRA.io,10.1007/978-3-031-28241-6_20,ECIR,2023,9,,Maik Fröbe,,,,,,,,,,,,,,,,
,Overview of Touché 2023: Argument and Causal Retrieval,10.1007/978-3-031-28241-6_61,ECIR,2023,12,,Maik Fröbe,,,,,,,,,,,,,,,,
,Bootstrapped nDCG Estimation in the Presence of Unjudged Documents,10.1007/978-3-031-28244-7_20,ECIR,2023,4,,Maik Fröbe,,,,,,,,,,,,,,,,
,Transformer-Encoder-Based Mathematical Information Retrieval,10.1007/978-3-031-13643-6_14,CLEF,2022,3,http://orcid.org/0000-0002-1665-977X,Maik Thiele,,,,,,,,,,,,,,,,
,ALWars: Combat-Based Evaluation of Active Learning Strategies,10.1007/978-3-030-99739-7_36,ECIR,2022,5,http://orcid.org/0000-0002-1665-977X,Maik Thiele,,,,,,,,,,,,,,,,
,Aspect-Based Passage Retrieval with Contextualized Discourse Vectors,10.1007/978-3-030-72240-1_61,ECIR,2021,6,,Manuel Mayrdorfer,,,,,,,,,,,,,,,,
,"Overview of PAN 2023: Authorship Verification, Multi-author Writing Style Analysis, Profiling Cryptocurrency Influencers, and Trigger Detection",10.1007/978-3-031-28241-6_60,ECIR,2023,16,,Mara Chinea-Ríos,,,,,,,,,,,,,,,,
,"Overview of the CLEF–2021 CheckThat! Lab on Detecting Check-Worthy Claims, Previously Fact-Checked Claims, and Fake News",10.1007/978-3-030-85251-1_19,CLEF,2021,19,,Maram Hasanain,,,,,,,,,,,,,,,,
,"The CLEF-2021 CheckThat! Lab on Detecting Check-Worthy Claims, Previously Fact-Checked Claims, and Fake News",10.1007/978-3-030-72240-1_75,ECIR,2021,14,,Maram Hasanain,,,,,,,,,,,,,,,,
,"Overview of PAN 2023: Authorship Verification, Multi-author Writing Style Analysis, Profiling Cryptocurrency Influencers, and Trigger Detection",10.1007/978-3-031-28241-6_60,ECIR,2023,16,,Marc Franco-Salvador,,,,,,,,,,,,,,,,
,Overview of the CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-85251-1_21,CLEF,2021,18,,Marco Viviani,,,,,,,,,,,,,,,,
,CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-72240-1_69,ECIR,2021,16,http://orcid.org/0000-0002-2274-9050,Marco Viviani,,,,,,,,,,,,,,,,
,Comparing Traditional and Neural Approaches for Detecting Health-Related Misinformation,10.1007/978-3-030-85251-1_7,CLEF,2021,4,http://orcid.org/0000-0002-6560-9832,Marcos Fernández-Pichel,,,,,,,,,,,,,,,,
,Reliability Prediction for Health-Related Content: A Replicability Study,10.1007/978-3-030-72240-1_4,ECIR,2021,4,http://orcid.org/0000-0002-6560-9832,Marcos Fernández-Pichel,,,,,,,,,,,,,,,,
,FACADE: Fake Articles Classification and Decision Explanation,10.1007/978-3-031-28241-6_29,ECIR,2023,4,http://orcid.org/0000-0002-9484-1032,Marcus Thiel,,,,,,,,,,,,,,,,
,Towards Linguistically Informed Multi-objective Transformer Pre-training for Natural Language Inference,10.1007/978-3-031-28238-6_46,ECIR,2023,4,,Maren Pielka,,,,,,,,,,,,,,,,
,repro_eval: A Python Interface to Reproducibility Measures of System-Oriented IR Experiments,10.1007/978-3-030-72240-1_51,ECIR,2021,4,,Maria Maistro,,,,,,,,,,,,,,,,
,Overview of Touché 2020: Argument Retrieval,10.1007/978-3-030-58219-7_26,CLEF,2020,11,,Martin Potthast,,,,,,,,,,,,,,,,
,"Overview of PAN 2020: Authorship Verification, Celebrity Profiling, Profiling Fake News Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-58219-7_25,CLEF,2020,15,,Martin Potthast,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-85251-1_28,CLEF,2021,11,,Martin Potthast,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-85251-1_26,CLEF,2021,15,,Martin Potthast,,,,,,,,,,,,,,,,
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-031-13643-6_21,CLEF,2022,12,,Martin Potthast,,,,,,,,,,,,,,,,
,Noise-Reduction for Automatically Transferred Relevance Judgments,10.1007/978-3-031-13643-6_4,CLEF,2022,4,,Martin Potthast,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, and Style Change Detection",10.1007/978-3-031-13643-6_24,CLEF,2022,17,,Martin Potthast,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-72240-1_67,ECIR,2021,11,,Martin Potthast,,,,,,,,,,,,,,,,
,An Empirical Comparison of Web Page Segmentation Algorithms,10.1007/978-3-030-72240-1_5,ECIR,2021,5,http://orcid.org/0000-0003-2451-0665,Martin Potthast,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-72240-1_66,ECIR,2021,15,,Martin Potthast,,,,,,,,,,,,,,,,
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-030-99739-7_43,ECIR,2022,12,,Martin Potthast,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, Style Change Detection, and Trigger Detection",10.1007/978-3-030-99739-7_42,ECIR,2022,17,,Martin Potthast,,,,,,,,,,,,,,,,
,The Power of Anchor Text in the Neural Retrieval Era,10.1007/978-3-030-99736-6_38,ECIR,2022,5,,Martin Potthast,,,,,,,,,,,,,,,,
,Continuous Integration for Reproducible Shared Tasks with TIRA.io,10.1007/978-3-031-28241-6_20,ECIR,2023,9,,Martin Potthast,,,,,,,,,,,,,,,,
,Overview of Touché 2023: Argument and Causal Retrieval,10.1007/978-3-031-28241-6_61,ECIR,2023,12,,Martin Potthast,,,,,,,,,,,,,,,,
,Bootstrapped nDCG Estimation in the Presence of Unjudged Documents,10.1007/978-3-031-28244-7_20,ECIR,2023,4,,Martin Potthast,,,,,,,,,,,,,,,,
,Dynamic Exploratory Search for the Information Retrieval Anthology,10.1007/978-3-031-28241-6_21,ECIR,2023,4,,Martin Potthast,,,,,,,,,,,,,,,,
,"Overview of PAN 2023: Authorship Verification, Multi-author Writing Style Analysis, Profiling Cryptocurrency Influencers, and Trigger Detection",10.1007/978-3-031-28241-6_60,ECIR,2023,16,,Martin Potthast,,,,,,,,,,,,,,,,
,Exploding TV Sets and Disappointing Laptops: Suggesting Interesting Content in News Archives Based on Surprise Estimation,10.1007/978-3-030-72113-8_17,ECIR,2021,5,http://orcid.org/0000-0002-1176-700X,Masatoshi Yoshikawa,,,,,,,,,,,,,,,,
,Overview of Touché 2020: Argument Retrieval,10.1007/978-3-030-58219-7_26,CLEF,2020,11,,Matthias Hagen,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-85251-1_28,CLEF,2021,11,,Matthias Hagen,,,,,,,,,,,,,,,,
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-031-13643-6_21,CLEF,2022,12,,Matthias Hagen,,,,,,,,,,,,,,,,
,Noise-Reduction for Automatically Transferred Relevance Judgments,10.1007/978-3-031-13643-6_4,CLEF,2022,4,,Matthias Hagen,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-72240-1_67,ECIR,2021,11,,Matthias Hagen,,,,,,,,,,,,,,,,
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-030-99739-7_43,ECIR,2022,12,,Matthias Hagen,,,,,,,,,,,,,,,,
,City of Disguise: A Query Obfuscation Game on the ClueWeb,10.1007/978-3-030-99739-7_34,ECIR,2022,3,,Matthias Hagen,,,,,,,,,,,,,,,,
,The Power of Anchor Text in the Neural Retrieval Era,10.1007/978-3-030-99736-6_38,ECIR,2022,5,,Matthias Hagen,,,,,,,,,,,,,,,,
,Continuous Integration for Reproducible Shared Tasks with TIRA.io,10.1007/978-3-031-28241-6_20,ECIR,2023,9,,Matthias Hagen,,,,,,,,,,,,,,,,
,Overview of Touché 2023: Argument and Causal Retrieval,10.1007/978-3-031-28241-6_61,ECIR,2023,12,,Matthias Hagen,,,,,,,,,,,,,,,,
,Bootstrapped nDCG Estimation in the Presence of Unjudged Documents,10.1007/978-3-031-28244-7_20,ECIR,2023,4,,Matthias Hagen,,,,,,,,,,,,,,,,
,"Overview of PAN 2020: Authorship Verification, Celebrity Profiling, Profiling Fake News Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-58219-7_25,CLEF,2020,15,,Matti Wiegmann,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-85251-1_26,CLEF,2021,15,,Matti Wiegmann,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, and Style Change Detection",10.1007/978-3-031-13643-6_24,CLEF,2022,17,,Matti Wiegmann,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-72240-1_66,ECIR,2021,15,,Matti Wiegmann,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, Style Change Detection, and Trigger Detection",10.1007/978-3-030-99739-7_42,ECIR,2022,17,,Matti Wiegmann,,,,,,,,,,,,,,,,
,Continuous Integration for Reproducible Shared Tasks with TIRA.io,10.1007/978-3-031-28241-6_20,ECIR,2023,9,,Matti Wiegmann,,,,,,,,,,,,,,,,
,"Overview of PAN 2023: Authorship Verification, Multi-author Writing Style Analysis, Profiling Cryptocurrency Influencers, and Trigger Detection",10.1007/978-3-031-28241-6_60,ECIR,2023,16,,Matti Wiegmann,,,,,,,,,,,,,,,,
,Diversity Aware Relevance Learning for Argument Search,10.1007/978-3-030-72240-1_24,ECIR,2021,5,,Max Berrendorf,,,,,,,,,,,,,,,,
,A Critical Assessment of State-of-the-Art in Entity Alignment,10.1007/978-3-030-72240-1_2,ECIR,2021,3,http://orcid.org/0000-0001-9724-4009,Max Berrendorf,,,,,,,,,,,,,,,,
,Active Learning for Entity Alignment,10.1007/978-3-030-72113-8_4,ECIR,2021,3,,Max Berrendorf,,,,,,,,,,,,,,,,
,"Overview of PAN 2020: Authorship Verification, Celebrity Profiling, Profiling Fake News Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-58219-7_25,CLEF,2020,15,,Maximilian Mayerl,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-85251-1_26,CLEF,2021,15,,Maximilian Mayerl,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, and Style Change Detection",10.1007/978-3-031-13643-6_24,CLEF,2022,17,,Maximilian Mayerl,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-72240-1_66,ECIR,2021,15,,Maximilian Mayerl,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, Style Change Detection, and Trigger Detection",10.1007/978-3-030-99739-7_42,ECIR,2022,17,,Maximilian Mayerl,,,,,,,,,,,,,,,,
,"Overview of PAN 2023: Authorship Verification, Multi-author Writing Style Analysis, Profiling Cryptocurrency Influencers, and Trigger Detection",10.1007/978-3-031-28241-6_60,ECIR,2023,16,,Maximilian Mayerl,,,,,,,,,,,,,,,,
,The Power of Anchor Text in the Neural Retrieval Era,10.1007/978-3-030-99736-6_38,ECIR,2022,5,,Maximilian Probst,,,,,,,,,,,,,,,,
,Evaluating Elements of Web-Based Data Enrichment for Pseudo-relevance Feedback Retrieval,10.1007/978-3-030-85251-1_5,CLEF,2021,3,,Melanie Pest,,,,,,,,,,,,,,,,
,Overview of the CLEF–2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-031-13643-6_29,CLEF,2022,20,,Melanie Siegel,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Meliha Yetisgen,,,,,,,,,,,,,,,,
,Overview of Touché 2020: Argument Retrieval,10.1007/978-3-030-58219-7_26,CLEF,2020,11,,Meriem Beloucif,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-85251-1_28,CLEF,2021,11,,Meriem Beloucif,,,,,,,,,,,,,,,,
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-031-13643-6_21,CLEF,2022,12,,Meriem Beloucif,,,,,,,,,,,,,,,,
,Overview of Touché 2021: Argument Retrieval,10.1007/978-3-030-72240-1_67,ECIR,2021,11,,Meriem Beloucif,,,,,,,,,,,,,,,,
,Overview of Touché 2022: Argument Retrieval,10.1007/978-3-030-99739-7_43,ECIR,2022,12,,Meriem Beloucif,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Michael A. Riegler,,,,,,,,,,,,,,,,
,Right for the Right Reasons: Making Image Classification Intuitively Explainable,10.1007/978-3-030-72240-1_32,ECIR,2021,3,http://orcid.org/0000-0001-5458-8645,Michael Färber,,,,,,,,,,,,,,,,
,Exploding TV Sets and Disappointing Laptops: Suggesting Interesting Content in News Archives Based on Surprise Estimation,10.1007/978-3-030-72113-8_17,ECIR,2021,5,http://orcid.org/0000-0001-5458-8645,Michael Färber,,,,,,,,,,,,,,,,
,Ablesbarkeitsmesser: A System for Assessing the Readability of German Text,10.1007/978-3-031-28241-6_28,ECIR,2023,3,,Michael Färber,,,,,,,,,,,,,,,,
,Diversity Aware Relevance Learning for Argument Search,10.1007/978-3-030-72240-1_24,ECIR,2021,5,,Michael Fromm,,,,,,,,,,,,,,,,
,Evaluating Simulated User Interaction and Search Behaviour,10.1007/978-3-030-99739-7_28,ECIR,2022,4,http://orcid.org/0000-0003-3566-5507,Michael Granitzer,,,,,,,,,,,,,,,,
,Overview of the CLEF–2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-031-13643-6_29,CLEF,2022,20,,Michael Wiegand,,,,,,,,,,,,,,,,
,Signal Briefings: Monitoring News Beyond the Brand,10.1007/978-3-030-72240-1_52,ECIR,2021,6,,Miguel Martinez,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2021: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-85251-1_23,CLEF,2021,29,,Mihai Dogariu,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2022: Multimedia Retrieval in Medical, Social Media and Nature Applications",10.1007/978-3-031-13643-6_31,CLEF,2022,23,,Mihai Dogariu,,,,,,,,,,,,,,,,
,"The 2021 ImageCLEF Benchmark: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-72240-1_72,ECIR,2021,30,,Mihai Dogariu,,,,,,,,,,,,,,,,
,"ImageCLEF 2022: Multimedia Retrieval in Medical, Nature, Fusion, and Internet Applications",10.1007/978-3-030-99739-7_48,ECIR,2022,23,,Mihai Dogariu,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Mihai Dogariu,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2021: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-85251-1_23,CLEF,2021,29,,Mihai Gabriel Constantin,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2022: Multimedia Retrieval in Medical, Social Media and Nature Applications",10.1007/978-3-031-13643-6_31,CLEF,2022,23,,Mihai Gabriel Constantin,,,,,,,,,,,,,,,,
,"The 2021 ImageCLEF Benchmark: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-72240-1_72,ECIR,2021,30,,Mihai Gabriel Constantin,,,,,,,,,,,,,,,,
,"ImageCLEF 2022: Multimedia Retrieval in Medical, Nature, Fusion, and Internet Applications",10.1007/978-3-030-99739-7_48,ECIR,2022,23,,Mihai Gabriel Constantin,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Mihai Gabriel Constantin,,,,,,,,,,,,,,,,
,"Overview of PAN 2020: Authorship Verification, Celebrity Profiling, Profiling Fake News Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-58219-7_25,CLEF,2020,15,,Mike Kestemont,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-85251-1_26,CLEF,2021,15,,Mike Kestemont,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, and Style Change Detection",10.1007/978-3-031-13643-6_24,CLEF,2022,17,,Mike Kestemont,,,,,,,,,,,,,,,,
,"Overview of PAN 2021: Authorship Verification, Profiling Hate Speech Spreaders on Twitter, and Style Change Detection",10.1007/978-3-030-72240-1_66,ECIR,2021,15,,Mike Kestemont,,,,,,,,,,,,,,,,
,"Overview of PAN 2022: Authorship Verification, Profiling Irony and Stereotype Spreaders, Style Change Detection, and Trigger Detection",10.1007/978-3-030-99739-7_42,ECIR,2022,17,,Mike Kestemont,,,,,,,,,,,,,,,,
,Disinformation Detection: Knowledge Infusion with Transfer Learning and Visualizations,10.1007/978-3-031-28241-6_54,ECIR,2023,1,http://orcid.org/0000-0002-1102-306X,Mina Schütz,,,,,,,,,,,,,,,,
,Pattern-Aware and Noise-Resilient Embedding Models,10.1007/978-3-030-72113-8_32,ECIR,2021,6,,Mirza Mohtashim Alam,,,,,,,,,,,,,,,,
,"Query Expansion, Argument Mining and Document Scoring for an Efficient Question Answering System",10.1007/978-3-031-13643-6_13,CLEF,2022,6,,Mohamed Bouhaouel,,,,,,,,,,,,,,,,
,Pattern-Aware and Noise-Resilient Embedding Models,10.1007/978-3-030-72113-8_32,ECIR,2021,6,,Mojtaba Nayyeri,,,,,,,,,,,,,,,,
,"Overview of the ImageCLEF 2021: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-85251-1_23,CLEF,2021,29,,Mourad Sarrouti,,,,,,,,,,,,,,,,
,"The 2021 ImageCLEF Benchmark: Multimedia Retrieval in Medical, Nature, Internet and Social Media Applications",10.1007/978-3-030-72240-1_72,ECIR,2021,30,,Mourad Sarrouti,,,,,,,,,,,,,,,,
,"Overview of the CLEF–2021 CheckThat! Lab on Detecting Check-Worthy Claims, Previously Fact-Checked Claims, and Fake News",10.1007/978-3-030-85251-1_19,CLEF,2021,19,,Mucahid Kutlu,,,,,,,,,,,,,,,,
,Overview of the CLEF–2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-031-13643-6_29,CLEF,2022,20,,Mucahid Kutlu,,,,,,,,,,,,,,,,
,The CLEF-2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-030-99739-7_52,ECIR,2022,18,,Mucahid Kutlu,,,,,,,,,,,,,,,,
,Recommendation of Compatible Outfits Conditioned on Style,10.1007/978-3-030-99736-6_3,ECIR,2022,6,,Muthusamy Chelliah,,,,,,,,,,,,,,,,
,Overview of LiLAS 2021 – Living Labs for Academic Search,10.1007/978-3-030-85251-1_25,CLEF,2021,6,http://orcid.org/0000-0001-9324-3252,Narges Tavakolpoursaleh,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Neal Snider,,,,,,,,,,,,,,,,
,Windowing Models for Abstractive Summarization of Long Texts,10.1007/978-3-030-72240-1_39,ECIR,2021,4,,Nico Kreiling,,,,,,,,,,,,,,,,
,Overview of the CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-85251-1_21,CLEF,2021,18,,Nicola Brew-Sam,,,,,,,,,,,,,,,,
,CLEF eHealth Evaluation Lab 2021,10.1007/978-3-030-72240-1_69,ECIR,2021,16,http://orcid.org/0000-0001-7544-4499,Nicola Brew-Sam,,,,,,,,,,,,,,,,
,repro_eval: A Python Interface to Reproducibility Measures of System-Oriented IR Experiments,10.1007/978-3-030-72240-1_51,ECIR,2021,4,,Nicola Ferro,,,,,,,,,,,,,,,,
,City of Disguise: A Query Obfuscation Game on the ClueWeb,10.1007/978-3-030-99739-7_34,ECIR,2022,3,,Nicola Lea Libera,,,,,,,,,,,,,,,,
,"ImageCLEF 2023 Highlight: Multimedia Retrieval in Medical, Social Media and Content Recommendation Applications",10.1007/978-3-031-28241-6_64,ECIR,2023,36,,Nikolaos Papachrysos,,,,,,,,,,,,,,,,
,"Overview of the CLEF–2021 CheckThat! Lab on Detecting Check-Worthy Claims, Previously Fact-Checked Claims, and Fake News",10.1007/978-3-030-85251-1_19,CLEF,2021,19,,Nikolay Babulkov,,,,,,,,,,,,,,,,
,Overview of the CLEF–2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-031-13643-6_29,CLEF,2022,20,,Nikolay Babulkov,,,,,,,,,,,,,,,,
,"The CLEF-2021 CheckThat! Lab on Detecting Check-Worthy Claims, Previously Fact-Checked Claims, and Fake News",10.1007/978-3-030-72240-1_75,ECIR,2021,14,,Nikolay Babulkov,,,,,,,,,,,,,,,,
,The CLEF-2022 CheckThat! Lab on Fighting the COVID-19 Infodemic and Fake News Detection,10.1007/978-3-030-99739-7_52,ECIR,2022,18,,Nikolay Babulkov,,,,,,,,,,,,,,,,
,Continuous Integration for Reproducible Shared Tasks with TIRA.io,10.1007/978-3-031-28241-6_20,ECIR,2023,9,,Nikolay Kolyada,,,,,,,,,,,,,,,,
,Recommendation of Compatible Outfits Conditioned on Style,10.1007/978-3-030-99736-6_3,ECIR,2022,6,http://orcid.org/0000-0002-3967-186X,Niloy Ganguly,,,,,,,,,,,,,,,,
